list_name,index,x,y,z,length,width,height,pose,short_narrow,short_wide,normal_narrow,tall_narrow,normal_wide,tall_wide
E1-1,49,92,124,160,92,81,55,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,50,0,81,185,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,51,0,184,80,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,52,202,0,136,92,81,55,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,53,184,81,136,92,81,55,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,54,92,0,180,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,55,92,162,25,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,56,294,0,136,92,81,55,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,57,184,124,111,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,58,184,162,136,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,59,276,81,136,92,81,55,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,60,184,162,161,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,61,386,0,136,92,81,55,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,62,368,81,136,92,81,55,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,63,478,0,136,92,81,55,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,64,294,124,111,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,65,460,81,136,92,81,55,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,66,294,162,136,92,55,81,BoxPose.normal_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,67,202,0,191,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,68,312,0,191,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,69,422,0,191,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,70,110,43,191,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,71,220,43,191,110,43,25,BoxPose.short_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-1,72,386,162,136,92,55,81,BoxPose.normal_narrow,0.16155845992211668,0.5966394774236946,0.0392527959672327,0.1301953771439037,0.08235388954305248,0.0
E1-2_list,[(105-77-72)(79-78-48)(105-77-72)(79-78-48)(79-78-48)(105-77-72)(105-77-72)(79-78-48)(79-78-48)(79-78-48)(105-77-72)(79-78-48)(105-72-77)(105-77-72)(105-77-72)(79-78-48)(105-77-72)(105-77-72)(79-78-48)(79-78-48)(79-78-48)(79-78-48)(79-78-48)(105-77-72)(79-78-48)(79-78-48)(79-78-48)(105-77-72)(79-78-48)(79-78-48)(79-78-48)(79-78-48)(105-77-72)(105-77-72)(79-78-48)(105-77-72)(79-78-48)(79-78-48)(79-78-48)(79-78-48)(79-78-48)(72-77-105)(105-77-72)(79-78-48)(105-77-72)(105-77-72)(105-77-72)(79-78-48)(105-77-72)(105-77-72)(105-77-72)(105-77-72)(79-78-48)(79-78-48)]
E1-2_occ_rate,0.7592040045703469
E1-2,1,0,0,0,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,2,0,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,3,105,0,0,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,4,79,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,5,0,155,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,6,210,0,0,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,7,315,0,0,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,8,158,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,9,237,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,10,316,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,11,420,0,0,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,12,395,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,13,0,0,72,105,72,77,BoxPose.normal_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,14,105,0,72,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,15,0,72,72,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,16,105,77,48,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,17,0,149,48,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,18,210,0,72,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,19,105,77,96,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,20,184,77,48,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,21,184,77,96,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,22,79,155,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,23,105,155,48,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,24,184,155,1,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,25,105,155,96,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,26,184,155,73,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,27,315,0,72,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,28,263,78,48,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,29,289,155,1,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,30,289,155,49,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,31,263,155,97,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,32,394,0,72,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,33,473,0,72,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,34,368,78,48,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,35,473,77,48,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,36,368,155,1,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,37,473,77,96,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,38,474,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,39,342,155,97,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,40,421,155,73,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,41,473,155,1,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,42,500,155,49,72,77,105,BoxPose.tall_wide,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,43,105,0,144,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,44,0,0,149,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,45,210,0,144,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,46,315,0,120,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,47,420,0,144,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,48,79,77,144,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,49,158,77,144,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,50,263,77,120,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,51,368,77,120,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,52,473,77,144,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,53,0,78,144,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-2,54,158,154,144,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3_list,[(105-77-72)(79-78-48)(105-77-72)(79-78-48)(79-78-48)(105-77-72)(105-77-72)(79-78-48)(79-78-48)(79-78-48)(105-77-72)(79-78-48)(105-72-77)(105-77-72)(105-77-72)(79-78-48)(105-77-72)(105-77-72)(79-78-48)(79-78-48)(79-78-48)(79-78-48)(79-78-48)(105-77-72)(79-78-48)(79-78-48)(79-78-48)(105-77-72)(79-78-48)(79-78-48)(79-78-48)(79-78-48)(105-77-72)(105-77-72)(79-78-48)(105-77-72)(79-78-48)(79-78-48)(79-78-48)(79-78-48)(79-78-48)(72-77-105)(105-77-72)(79-78-48)(105-77-72)(105-77-72)(105-77-72)(79-78-48)(105-77-72)(105-77-72)(105-77-72)(105-77-72)(79-78-48)(79-78-48)]
E1-3_occ_rate,0.7592040045703469
E1-3,1,0,0,0,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,2,0,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,3,105,0,0,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,4,79,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,5,0,155,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,6,210,0,0,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,7,315,0,0,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,8,158,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,9,237,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,10,316,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,11,420,0,0,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,12,395,77,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,13,0,0,72,105,72,77,BoxPose.normal_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,14,105,0,72,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,15,0,72,72,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,16,105,77,48,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,17,0,149,48,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,18,210,0,72,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,19,105,77,96,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,20,184,77,48,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,21,184,77,96,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,22,79,155,0,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,23,105,155,48,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,24,184,155,1,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,25,105,155,96,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,26,184,155,73,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,27,315,0,72,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,28,263,78,48,105,77,72,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,29,289,155,1,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
E1-3,30,289,155,49,79,78,48,BoxPose.short_narrow,0.18635787866863318,0.06014811143334796,0.25972234346209055,0.3378698108497304,0.1659018555861979,0.0
