========================= E1-1 =========================
E1-1: 100%|███████████████████████████████████████████████████████████████████████| 112/112 [00:49<00:00,  2.29it/s]
================== Placed Items ==================
{Name: 92x81x55-0, Position: [0, 0, 0], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-19, Position: [220, 81, 0], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-20, Position: [275, 81, 0], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-21, Position: [330, 81, 0], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-22, Position: [385, 81, 0], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-23, Position: [440, 81, 0], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-24, Position: [495, 81, 0], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-25, Position: [110, 0, 92], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-26, Position: [0, 162, 92], Rotation: [1, 2, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-27, Position: [165, 0, 92], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-28, Position: [220, 0, 92], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-29, Position: [275, 0, 92], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-30, Position: [330, 0, 92], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-31, Position: [385, 0, 92], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-32, Position: [440, 0, 92], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-33, Position: [495, 0, 92], Rotation: [2, 1, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-34, Position: [162, 162, 0], Rotation: [1, 2, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-35, Position: [243, 162, 0], Rotation: [1, 2, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-36, Position: [324, 162, 0], Rotation: [1, 2, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-37, Position: [405, 162, 0], Rotation: [1, 2, 0], LWH: [92, 81, 55]}
{Name: 92x81x55-38, Position: [486, 162, 0], Rotation: [1, 2, 0], LWH: [92, 81, 55]}
{Name: 108x76x30-0, Position: [0, 0, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-1, Position: [550, 0, 0], Rotation: [2, 0, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-2, Position: [76, 0, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-3, Position: [550, 0, 76], Rotation: [2, 0, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-4, Position: [0, 108, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-5, Position: [550, 108, 0], Rotation: [2, 0, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-6, Position: [152, 0, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-7, Position: [228, 0, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-8, Position: [304, 0, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-9, Position: [380, 0, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-10, Position: [456, 0, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-11, Position: [76, 108, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-12, Position: [550, 108, 76], Rotation: [2, 0, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-13, Position: [110, 81, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-14, Position: [218, 81, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-15, Position: [326, 81, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-16, Position: [434, 81, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-17, Position: [110, 111, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-18, Position: [110, 141, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-19, Position: [110, 171, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-20, Position: [110, 201, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-21, Position: [218, 111, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-22, Position: [326, 111, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-23, Position: [434, 111, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-24, Position: [218, 141, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-25, Position: [326, 141, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-26, Position: [434, 141, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-27, Position: [218, 171, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-28, Position: [326, 171, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-29, Position: [434, 171, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-30, Position: [218, 201, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-31, Position: [326, 201, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-32, Position: [434, 201, 92], Rotation: [0, 2, 1], LWH: [108, 76, 30]}
{Name: 108x76x30-33, Position: [152, 108, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-34, Position: [228, 108, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-35, Position: [304, 108, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-36, Position: [380, 108, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 108x76x30-37, Position: [456, 108, 184], Rotation: [1, 0, 2], LWH: [108, 76, 30]}
{Name: 110x43x25-0, Position: [550, 0, 152], Rotation: [2, 0, 1], LWH: [110, 43, 25]}
{Name: 110x43x25-1, Position: [550, 110, 152], Rotation: [2, 0, 1], LWH: [110, 43, 25]}
{Name: 110x43x25-2, Position: [110, 201, 168], Rotation: [0, 2, 1], LWH: [110, 43, 25]}
{Name: 110x43x25-3, Position: [220, 201, 168], Rotation: [0, 2, 1], LWH: [110, 43, 25]}
{Name: 110x43x25-4, Position: [330, 201, 168], Rotation: [0, 2, 1], LWH: [110, 43, 25]}
{Name: 110x43x25-5, Position: [440, 201, 168], Rotation: [0, 2, 1], LWH: [110, 43, 25]}
Count: 83
================= Unfitted Items =================
{Name: 108x76x30-38, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [108, 76, 30]}
{Name: 108x76x30-39, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [108, 76, 30]}
{Name: 110x43x25-6, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-7, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-8, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-9, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-10, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-11, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-12, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-13, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-14, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-15, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-16, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-17, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-18, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-19, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-20, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-21, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-22, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-23, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-24, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-25, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-26, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-27, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-28, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-29, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-30, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-31, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
{Name: 110x43x25-32, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [110, 43, 25]}
Count: 29
==================================================
Total filling ratio: 0.8658

========================= E1-2 =========================
E1-2: 100%|█████████████████████████████████████████████████████████████████████████| 86/86 [00:24<00:00,  3.51it/s] 
================== Placed Items ==================
{Name: 105x77x72-0, Position: [0, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-1, Position: [72, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-2, Position: [0, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-3, Position: [0, 0, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-4, Position: [144, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-5, Position: [0, 154, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-6, Position: [216, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-7, Position: [288, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-8, Position: [360, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-9, Position: [432, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-10, Position: [504, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-11, Position: [72, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-12, Position: [72, 0, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-13, Position: [72, 154, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-14, Position: [0, 77, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-15, Position: [144, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-16, Position: [216, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-17, Position: [288, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-18, Position: [360, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-19, Position: [432, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-20, Position: [504, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-21, Position: [144, 0, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-22, Position: [0, 154, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-23, Position: [216, 0, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 79x78x48-0, Position: [288, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-1, Position: [336, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-2, Position: [384, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-3, Position: [432, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-4, Position: [480, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-5, Position: [528, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-6, Position: [216, 154, 0], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-7, Position: [294, 154, 0], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-8, Position: [372, 154, 0], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-9, Position: [450, 154, 0], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-10, Position: [72, 154, 105], Rotation: [2, 0, 1], LWH: [79, 78, 48]}
{Name: 79x78x48-11, Position: [144, 77, 105], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-12, Position: [222, 77, 105], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-13, Position: [300, 77, 105], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-14, Position: [378, 77, 105], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-15, Position: [456, 77, 105], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-16, Position: [528, 78, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-17, Position: [216, 154, 79], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-18, Position: [294, 154, 79], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-19, Position: [372, 154, 79], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-20, Position: [450, 154, 79], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-21, Position: [120, 154, 105], Rotation: [2, 0, 1], LWH: [79, 78, 48]}
{Name: 79x78x48-22, Position: [216, 154, 127], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-23, Position: [294, 154, 127], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-24, Position: [372, 154, 127], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-25, Position: [450, 154, 127], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 91x54x45-0, Position: [144, 154, 0], Rotation: [1, 2, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-1, Position: [528, 154, 0], Rotation: [1, 2, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-2, Position: [72, 77, 105], Rotation: [1, 2, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-3, Position: [528, 154, 91], Rotation: [1, 2, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-4, Position: [216, 154, 175], Rotation: [0, 1, 2], LWH: [91, 54, 45]}
{Name: 91x54x45-5, Position: [307, 154, 175], Rotation: [0, 1, 2], LWH: [91, 54, 45]}
{Name: 91x54x45-6, Position: [398, 154, 175], Rotation: [0, 1, 2], LWH: [91, 54, 45]}
{Name: 91x54x45-7, Position: [489, 154, 175], Rotation: [0, 1, 2], LWH: [91, 54, 45]}
Count: 58
================= Unfitted Items =================
{Name: 79x78x48-26, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-27, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-28, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-29, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 91x54x45-8, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-9, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-10, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-11, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-12, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-13, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-14, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-15, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-16, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-17, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-18, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-19, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-20, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-21, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-22, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-23, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-24, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-25, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-26, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-27, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-28, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-29, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-30, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-31, Position: [-1, -1, -1], Rotation: [2, 1, 0], LWH: [91, 54, 45]}
Count: 28
==================================================
Total filling ratio: 0.7787

========================= E1-3 =========================
E1-3: 100%|█████████████████████████████████████████████████████████████████████████| 86/86 [00:24<00:00,  3.55it/s] 
================== Placed Items ==================
{Name: 105x77x72-0, Position: [0, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-1, Position: [72, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-2, Position: [0, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-3, Position: [0, 0, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-4, Position: [144, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-5, Position: [0, 154, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-6, Position: [216, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-7, Position: [288, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-8, Position: [360, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-9, Position: [432, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-10, Position: [504, 0, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-11, Position: [72, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-12, Position: [72, 0, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-13, Position: [72, 154, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-14, Position: [0, 77, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-15, Position: [144, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-16, Position: [216, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-17, Position: [288, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-18, Position: [360, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-19, Position: [432, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-20, Position: [504, 77, 0], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-21, Position: [144, 0, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-22, Position: [0, 154, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 105x77x72-23, Position: [216, 0, 105], Rotation: [2, 1, 0], LWH: [105, 77, 72]}
{Name: 79x78x48-0, Position: [288, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-1, Position: [336, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-2, Position: [384, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-3, Position: [432, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-4, Position: [480, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-5, Position: [528, 0, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-6, Position: [216, 154, 0], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-7, Position: [294, 154, 0], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-8, Position: [372, 154, 0], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-9, Position: [450, 154, 0], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-10, Position: [72, 154, 105], Rotation: [2, 0, 1], LWH: [79, 78, 48]}
{Name: 79x78x48-11, Position: [144, 77, 105], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-12, Position: [222, 77, 105], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-13, Position: [300, 77, 105], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-14, Position: [378, 77, 105], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-15, Position: [456, 77, 105], Rotation: [1, 2, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-16, Position: [528, 78, 105], Rotation: [2, 1, 0], LWH: [79, 78, 48]}
{Name: 79x78x48-17, Position: [216, 154, 79], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-18, Position: [294, 154, 79], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-19, Position: [372, 154, 79], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-20, Position: [450, 154, 79], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-21, Position: [120, 154, 105], Rotation: [2, 0, 1], LWH: [79, 78, 48]}
{Name: 79x78x48-22, Position: [216, 154, 127], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-23, Position: [294, 154, 127], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-24, Position: [372, 154, 127], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 79x78x48-25, Position: [450, 154, 127], Rotation: [1, 0, 2], LWH: [79, 78, 48]}
{Name: 91x54x45-0, Position: [144, 154, 0], Rotation: [1, 2, 0], LWH: [91, 54, 45]}
{Name: 91x54x45-1, Position: [528, 154, 0], Rotation: [1, 2, 0], LWH: [91, 54, 45]}
